date,nav
2021-12-28,4603.583
2021-12-27,4603.0952
2021-12-24,4601.4172
2021-12-23,4600.6583
2021-12-22,4600.4721
2021-12-21,4600.15
2021-12-20,4599.9703
2021-12-17,4598.6221
2021-12-16,4598.1818
2021-12-15,4598.1811
2021-12-14,4597.7966
2021-12-13,4597.4011
2021-12-10,4595.9446
2021-12-09,4595.4849
2021-12-08,4595.1205
2021-12-07,4594.1589
2021-12-06,4593.7536
2021-12-03,4592.389
2021-12-02,4591.9844
2021-12-01,4591.4405
2021-11-30,4590.8319
2021-11-29,4590.1587
2021-11-26,4588.7366
2021-11-25,4588.3537
2021-11-24,4587.9394
2021-11-23,4587.4715
2021-11-22,4586.9664
2021-11-18,4585.2098
2021-11-17,4584.6403
2021-11-16,4584.2467
2021-11-15,4583.8046
2021-11-12,4582.2852
2021-11-11,4581.6809
2021-11-10,4581.0272
2021-11-09,4580.4955
2021-11-08,4579.5727
2021-11-03,4576.4689
2021-11-02,4575.5992
2021-11-01,4574.986
2021-10-29,4573.74
2021-10-28,4573.4098
2021-10-27,4573.0305
2021-10-26,4573.5217
2021-10-25,4573.4961
2021-10-22,4572.6342
2021-10-21,4572.1817
2021-10-20,4571.9803
2021-10-18,4571.3598
2021-10-14,4569.9784
2021-10-13,4569.5195
2021-10-12,4568.8408
2021-10-11,4568.1669
2021-10-08,4566.5165
2021-10-07,4565.7022
2021-10-06,4565.1852
2021-10-05,4565.2211
2021-10-04,4564.9696
2021-10-01,4563.6192
2021-09-30,4563.0293
2021-09-29,4562.4166
2021-09-28,4562.483
2021-09-27,4562.3518
2021-09-24,4561.1966
2021-09-23,4561.2573
2021-09-22,4560.91
2021-09-21,4560.6421
2021-09-20,4560.2789
2021-09-17,4559.0493
2021-09-16,4558.655
2021-09-15,4558.2018
2021-09-14,4557.8197
2021-09-13,4557.4219
2021-09-09,4555.6384
2021-09-08,4555.4089
2021-09-07,4555.0241
2021-09-06,4554.5542
2021-09-03,4553.2738
2021-09-02,4552.8055
2021-09-01,4552.2255
2021-08-31,4551.4992
2021-08-30,4550.9194
2021-08-27,4549.409
2021-08-26,4548.8911
2021-08-25,4548.137
2021-08-24,4547.5631
2021-08-23,4547.064
2021-08-20,4545.6082
2021-08-18,4544.369
2021-08-17,4543.6675
2021-08-13,4541.514
2021-08-12,4540.6884
2021-08-11,4540.0409
2021-08-10,4539.454
2021-08-09,4538.8371
2021-08-06,4537.4717
2021-08-05,4537.1769
2021-08-04,4536.662
2021-08-03,4536.3556
2021-08-02,4535.6836
2021-07-30,4534.3983
2021-07-29,4533.9504
2021-07-28,4533.5097
2021-07-27,4533.1232
2021-07-26,4532.5506
2021-07-23,4531.0993
2021-07-22,4530.3651
2021-07-20,4529.3921
2021-07-19,4528.742
2021-07-16,4527.471
2021-07-15,4526.8605
2021-07-14,4526.2224
2021-07-13,4525.6012
2021-07-12,4524.9864
2021-07-09,4523.1592
2021-07-08,4522.7454
2021-07-07,4522.0571
2021-07-06,4521.2033
2021-07-05,4520.9592
2021-07-02,4519.4941
2021-07-01,4518.9259
2021-06-30,4518.1507
2021-06-29,4517.5694
2021-06-28,4517.0898
2021-06-25,4515.6842
2021-06-24,4515.3187
2021-06-23,4514.7703
2021-06-22,4514.3497
2021-06-21,4513.9233
2021-06-18,4512.2908
2021-06-17,4511.8824
2021-06-16,4511.8944
2021-06-15,4511.9268
2021-06-14,4511.535
2021-06-11,4510.308
2021-06-10,4509.6472
2021-06-09,4508.9667
2021-06-08,4508.225
2021-06-07,4507.6293
2021-06-04,4506.0013
2021-06-03,4505.6101
2021-06-02,4505.1471
2021-06-01,4504.7396
2021-05-31,4504.3495
2021-05-28,4502.9636
2021-05-27,4502.2382
2021-05-25,4501.4732
2021-05-24,4501.066
2021-05-21,4499.7996
2021-05-20,4499.0528
2021-05-19,4498.6005
2021-05-18,4498.0406
2021-05-17,4497.5124
2021-05-14,4496.1837
2021-05-12,4495.2501
2021-05-11,4494.945
2021-05-10,4494.3427
2021-05-07,4493.4725
2021-05-06,4493.103
2021-05-05,4492.6502
2021-05-04,4492.1951
2021-05-03,4492.0127
2021-04-30,4490.4089
2021-04-29,4489.9035
2021-04-28,4489.4762
2021-04-27,4488.2324
2021-04-26,4487.6174
2021-04-23,4485.6071
2021-04-22,4485.0802
2021-04-20,4483.5807
2021-04-19,4482.8
2021-04-16,4481.1175
2021-04-15,4480.5651
2021-04-12,4479.0713
2021-04-09,4478.2206
2021-04-08,4478.0318
2021-04-07,4478.1117
2021-04-06,4477.6359
2021-04-05,4476.1675
2021-03-31,4473.9244
2021-03-30,4472.8737
2021-03-26,4469.9225
2021-03-25,4468.9404
2021-03-24,4468.1462
2021-03-23,4466.5438
2021-03-22,4465.6383
2021-03-19,4463.914
2021-03-18,4462.2661
2021-03-17,4461.5584
2021-03-16,4461.0828
2021-03-15,4460.4413
2021-03-12,4459.6068
2021-03-10,4458.656
2021-03-09,4458.0172
2021-03-08,4457.7421
2021-03-05,4456.5838
2021-03-04,4456.1148
2021-03-03,4455.677
2021-03-02,4455.2571
2021-03-01,4454.8733
2021-02-26,4453.6563
2021-02-25,4453.3035
2021-02-24,4452.953
2021-02-23,4452.2577
2021-02-22,4451.8057
2021-02-18,4450.5729
2021-02-17,4449.9012
2021-02-16,4449.1908
2021-02-15,4448.4874
2021-02-12,4447.0261
2021-02-11,4446.5639
2021-02-10,4446.1385
2021-02-09,4445.4434
2021-02-08,4445.1846
2021-02-05,4443.9176
2021-02-04,4443.3787
2021-02-03,4443.0069
2021-02-02,4442.9783
2021-02-01,4442.5021
2021-01-29,4441.4099
2021-01-28,4440.9624
2021-01-27,4440.4967
2021-01-25,4439.8445
2021-01-22,4438.5359
2021-01-21,4438.1325
2021-01-20,4437.6557
2021-01-19,4437.2276
2021-01-18,4437.2077
2021-01-15,4436.2347
2021-01-14,4435.8973
2021-01-13,4436.0023
2021-01-12,4435.5524
2021-01-11,4435.3463
2021-01-08,4434.766
2021-01-07,4434.4073
2021-01-06,4434.2321
2021-01-05,4434.0473
2021-01-04,4433.6173
2021-01-01,4432.2723
2020-12-31,4431.6311
2020-12-30,4431.1016
2020-12-29,4430.3893
2020-12-28,4429.8268
2020-12-24,4428.2037
2020-12-23,4427.7459
2020-12-22,4427.3621
2020-12-21,4426.9505
2020-12-18,4425.6665
2020-12-17,4425.2074
2020-12-16,4424.8852
2020-12-15,4424.5835
2020-12-14,4424.3118
2020-12-11,4423.1467
2020-12-10,4422.6387
2020-12-09,4422.082
2020-12-08,4421.9973
2020-12-07,4421.93
2020-12-04,4420.5672
2020-12-03,4419.9119
2020-12-02,4419.5547
2020-12-01,4419.9359
2020-11-27,4418.6432
2020-11-26,4418.0768
2020-11-25,4417.2969
2020-11-24,4416.7467
2020-11-23,4416.5255
2020-11-20,4415.3233
2020-11-19,4414.744
2020-11-18,4413.7605
2020-11-17,4413.0101
2020-11-13,4411.2065
2020-11-12,4410.5149
2020-11-11,4409.8311
2020-11-10,4409.1968
2020-11-09,4408.6502
2020-11-06,4407.199
2020-11-05,4406.7614
2020-11-04,4406.2541
2020-11-03,4405.5861
2020-11-02,4405.1472
2020-10-29,4403.6062
2020-10-28,4403.2058
2020-10-27,4402.6028
2020-10-26,4402.2426
2020-10-23,4400.7309
2020-10-22,4400.195
2020-10-21,4399.7853
2020-10-20,4399.2865
2020-10-19,4398.6908
2020-10-16,4397.261
2020-10-15,4396.7317
2020-10-14,4396.2372
2020-10-13,4395.391
2020-10-12,4395.1137
2020-10-09,4393.6484
2020-10-08,4393.0146
2020-10-07,4392.2027
2020-10-06,4390.6895
2020-10-05,4389.4847
2020-10-01,4386.904
2020-09-30,4386.1231
2020-09-29,4385.4487
2020-09-28,4384.6086
2020-09-25,4383.1713
2020-09-24,4382.6886
2020-09-23,4382.387
2020-09-22,4382.1581
2020-09-21,4381.6926
2020-09-18,4380.2814
2020-09-17,4379.9396
2020-09-16,4379.3179
2020-09-15,4379.0681
2020-09-14,4378.5847
2020-09-11,4377.2109
2020-09-10,4376.749
2020-09-09,4376.598
2020-09-08,4376.2118
2020-09-07,4375.9053
2020-09-04,4374.4488
2020-09-03,4373.9936
2020-09-02,4373.5889
2020-09-01,4373.4455
2020-08-31,4372.3045
2020-08-28,4370.9404
2020-08-27,4370.2899
2020-08-26,4369.8086
2020-08-25,4369.0401
2020-08-24,4369.1162
2020-08-21,4368.2559
2020-08-20,4367.337
2020-08-19,4366.3028
2020-08-18,4365.6229
2020-08-17,4363.6971
2020-08-14,4362.347
2020-08-13,4361.8782
2020-08-12,4361.3494
2020-08-11,4360.7977
2020-08-10,4360.0294
2020-08-07,4358.6338
2020-08-06,4359.1377
2020-08-05,4358.5009
2020-08-04,4357.4592
2020-08-03,4356.3316
2020-07-31,4355.1666
2020-07-30,4354.5685
2020-07-29,4353.8404
2020-07-28,4353.6483
2020-07-27,4353.5207
2020-07-24,4351.8154
2020-07-23,4351.7062
2020-07-22,4351.1503
2020-07-21,4350.8257
2020-07-20,4349.7322
2020-07-17,4348.386
2020-07-16,4347.9358
2020-07-15,4347.4749
2020-07-14,4346.9559
2020-07-13,4348.2801
2020-07-10,4345.9608
2020-07-09,4344.087
2020-07-08,4343.2338
2020-07-07,4341.1793
2020-07-06,4339.2371
2020-07-03,4336.8755
2020-07-02,4333.5809
2020-07-01,4332.0976
2020-06-30,4330.1984
2020-06-29,4329.6449
2020-06-26,4329.9344
2020-06-25,4328.6429
2020-06-24,4327.9788
2020-06-23,4327.428
2020-06-22,4325.789
2020-06-19,4326.3408
2020-06-18,4324.4248
2020-06-17,4318.5464
2020-06-16,4317.8417
2020-06-15,4315.1713
2020-06-12,4311.2397
2020-06-11,4310.1565
2020-06-10,4307.0927
2020-06-09,4305.7632
2020-06-08,4305.6172
2020-06-05,4303.6425
2020-06-04,4302.9475
2020-06-03,4303.7694
2020-06-02,4303.0421
2020-06-01,4303.6551
2020-05-29,4301.7625
2020-05-28,4305.9734
2020-05-27,4306.1167
2020-05-26,4306.032
2020-05-22,4299.3833
2020-05-21,4294.3552
2020-05-20,4289.6827
2020-05-19,4288.6721
2020-05-18,4284.9352
2020-05-15,4275.9992
2020-05-14,4271.4229
2020-05-13,4270.8111
2020-05-12,4271.4274
2020-05-11,4265.7032
2020-05-08,4264.2386
2020-05-06,4260.1611
2020-05-05,4257.3671
2020-05-04,4254.1526
2020-04-30,4250.8578
2020-04-29,4246.2017
2020-04-28,4245.0076
2020-04-27,4250.8959
2020-04-24,4253.9022
2020-04-23,4257.8975
2020-04-22,4251.0201
2020-04-21,4248.4573
2020-04-20,4241.9107
2020-04-17,4235.9524
2020-04-16,4224.6042
2020-04-15,4223.0994
2020-04-13,4222.2748
2020-04-09,4221.4016
2020-04-08,4225.2022
2020-04-07,4228.7396
2020-04-03,4223.1814
2020-03-31,4219.8368
2020-03-30,4218.4355
2020-03-27,4212.5014
2020-03-26,4156.2809
2020-03-24,4144.3512
2020-03-23,4152.1616
2020-03-20,4163.0671
2020-03-19,4164.2442
2020-03-18,4186.9181
2020-03-17,4193.9895
2020-03-16,4195.5139
2020-03-13,4195.2449
2020-03-12,4199.1631
2020-03-11,4202.8702
2020-03-09,4202.7078
2020-03-06,4200.6749
2020-03-05,4200.1656
2020-03-04,4198.9729
2020-03-03,4195.0644
2020-03-02,4194.6776
2020-02-28,4192.8719
2020-02-27,4192.7871
2020-02-26,4192.2986
2020-02-25,4191.6676
2020-02-24,4190.8455
2020-02-20,4188.3871
2020-02-18,4187.2739
2020-02-17,4186.7668
2020-02-14,4184.71
2020-02-13,4184.0904
2020-02-12,4182.7922
2020-02-11,4182.0429
2020-02-10,4181.1499
2020-02-07,4178.8921
2020-02-06,4178.0239
2020-02-05,4175.5676
2020-02-04,4174.93
2020-02-03,4174.2552
2020-01-31,4172.3693
2020-01-30,4171.7595
2020-01-29,4171.1131
2020-01-28,4170.5021
2020-01-27,4169.8989
2020-01-24,4168.047
2020-01-23,4167.2712
2020-01-22,4166.5799
2020-01-21,4165.9471
2020-01-20,4165.2638
2020-01-17,4163.4425
2020-01-16,4162.7975
2020-01-15,4162.2102
2020-01-14,4161.7101
2020-01-13,4161.2805
2020-01-10,4159.6197
2020-01-09,4159.2962
2020-01-08,4158.7589
2020-01-07,4158.2403
2020-01-06,4157.6608
2020-01-03,4155.873
2020-01-02,4155.3529
2020-01-01,4154.2506
2019-12-31,4153.5751
2019-12-30,4152.9985
2019-12-27,4151.2058
2019-12-26,4150.4387
2019-12-24,4149.2295
2019-12-23,4148.6422
2019-12-20,4146.8586
2019-12-19,4146.3861
2019-12-18,4145.708
2019-12-17,4145.1513
2019-12-16,4144.5725
2019-12-13,4142.7981
2019-12-12,4142.2277
2019-12-11,4141.6075
2019-12-10,4140.8362
2019-12-09,4140.0144
2019-12-06,4137.8932
2019-12-05,4137.1591
2019-12-04,4138.0105
2019-12-03,4137.4286
2019-12-02,4136.7004
2019-11-29,4134.6499
2019-11-28,4133.5488
2019-11-27,4132.7466
2019-11-26,4131.7613
2019-11-25,4131.1444
2019-11-22,4129.247
2019-11-21,4128.5649
2019-11-20,4127.8978
2019-11-19,4127.0449
2019-11-18,4126.3854
2019-11-15,4124.4226
2019-11-14,4123.4278
2019-11-13,4122.6082
2019-11-11,4120.8564
2019-11-08,4118.4667
2019-11-07,4117.7945
2019-11-06,4117.083
2019-11-05,4117.7223
2019-11-04,4117.1046
2019-11-01,4115.088
2019-10-31,4114.4383
2019-10-30,4113.437
2019-10-29,4111.1441
2019-10-25,4108.466
2019-10-24,4107.7561
2019-10-23,4106.5247
2019-10-22,4105.7837
2019-10-18,4103.1342
2019-10-17,4102.4534
2019-10-16,4101.6695
2019-10-15,4100.5496
2019-10-14,4099.607
2019-10-11,4097.3811
2019-10-10,4095.9991
2019-10-09,4095.094
2019-10-07,4093.774
2019-10-04,4091.1895
2019-10-03,4089.831
2019-10-01,4088.1697
2019-09-30,4086.2243
2019-09-27,4082.6786
2019-09-26,4081.9192
2019-09-25,4080.2472
2019-09-24,4079.35
2019-09-23,4079.1253
2019-09-20,4076.9678
2019-09-19,4079.2646
2019-09-18,4078.329
2019-09-17,4077.6242
2019-09-16,4077.8292
2019-09-13,4075.4083
2019-09-12,4074.3909
2019-09-11,4073.3738
2019-09-09,4072.1616
2019-09-06,4069.7611
2019-09-05,4069.0835
2019-09-04,4068.5983
2019-09-03,4067.1216
2019-08-30,4063.3999
2019-08-29,4062.6035
2019-08-28,4061.6488
2019-08-27,4060.9955
2019-08-26,4059.444
2019-08-23,4056.744
2019-08-22,4056.0057
2019-08-21,4055.4582
2019-08-20,4054.3711
2019-08-19,4053.5466
2019-08-16,4051.0235
2019-08-14,4049.1588
2019-08-13,4049.2676
2019-08-09,4047.4181
2019-08-08,4046.3973
2019-08-07,4043.2485
2019-08-06,4040.4543
2019-08-05,4040.2626
2019-08-02,4037.5492
2019-08-01,4036.5393
2019-07-31,4033.0479
2019-07-30,4030.8535
2019-07-29,4028.5247
2019-07-26,4026.2347
2019-07-25,4025.5358
2019-07-24,4024.7885
2019-07-23,4024.3809
2019-07-22,4024.4143
2019-07-19,4023.1439
2019-07-18,4023.3581
2019-07-17,4022.5023
2019-07-16,4018.8422
2019-07-15,4015.4835
2019-07-12,4012.4738
2019-07-11,4010.9502
2019-07-10,4009.7207
2019-07-09,4006.8852
2019-07-08,4005.3821
2019-07-05,4002.7573
2019-07-04,4001.4002
2019-07-03,3999.3038
2019-07-02,3996.3465
2019-07-01,3995.6093
2019-06-28,3993.2622
2019-06-27,3992.0176
2019-06-26,3990.5061
2019-06-25,3991.5578
2019-06-24,3991.2496
2019-06-21,3989.0576
2019-06-20,3988.4023
2019-06-19,3987.7899
2019-06-18,3986.5235
2019-06-17,3985.4552
2019-06-14,3982.7966
2019-06-13,3982.1122
2019-06-12,3981.3277
2019-06-11,3981.148
2019-06-10,3981.1174
2019-06-07,3979.4257
2019-06-06,3981.171
2019-06-04,3978.8906
2019-06-03,3977.9948
2019-05-31,3972.7088
2019-05-30,3971.0054
2019-05-29,3969.0534
2019-05-28,3968.2518
2019-05-27,3967.6125
2019-05-24,3964.3316
2019-05-23,3963.3894
2019-05-22,3959.9007
2019-05-21,3959.2603
2019-05-20,3958.6948
2019-05-17,3955.6152
2019-05-16,3952.2548
2019-05-15,3950.5061
2019-05-14,3949.6951
2019-05-13,3948.1583
2019-05-10,3945.6736
2019-05-09,3944.3106
2019-05-08,3943.5199
2019-05-07,3941.5665
2019-05-06,3939.3791
2019-05-03,3935.9902
2019-05-02,3935.9636
2019-04-30,3935.0437
2019-04-26,3933.077
2019-04-25,3932.7681
2019-04-24,3932.5059
2019-04-23,3933.8348
2019-04-22,3934.6565
2019-04-18,3931.8145
2019-04-16,3930.3122
2019-04-15,3930.2687
2019-04-12,3929.1923
2019-04-11,3928.679
2019-04-10,3929.382
2019-04-09,3929.5232
2019-04-08,3929.8635
2019-04-05,3928.9971
2019-04-04,3928.3556
2019-04-03,3927.7307
2019-04-02,3927.3237
2019-03-29,3919.3189
2019-03-28,3911.0154
2019-03-27,3909.9343
2019-03-26,3908.667
2019-03-25,3907.9094
2019-03-22,3905.4787
2019-03-20,3904.9666
2019-03-19,3906.2956
2019-03-18,3904.6634
2019-03-15,3902.4571
2019-03-14,3901.3532
2019-03-13,3896.9455
2019-03-12,3895.3984
2019-03-11,3893.6488
2019-03-08,3891.2395
2019-03-07,3889.6642
2019-03-06,3888.9141
2019-03-05,3886.7391
2019-03-01,3883.6677
2019-02-28,3882.523
2019-02-27,3881.6892
2019-02-26,3880.9587
2019-02-25,3880.433
2019-02-22,3878.2128
2019-02-21,3877.9373
2019-02-20,3877.1511
2019-02-18,3875.6324
2019-02-15,3873.3615
2019-02-14,3874.0483
2019-02-13,3873.2535
2019-02-12,3870.5686
2019-02-11,3869.8269
2019-02-08,3867.5916
2019-02-07,3866.0939
2019-02-06,3863.4747
2019-02-05,3862.7741
2019-02-04,3862.0595
2019-02-01,3860.3437
2019-01-31,3859.7657
2019-01-30,3859.0136
2019-01-29,3858.252
2019-01-28,3857.2653
2019-01-25,3854.7565
2019-01-24,3854.028
2019-01-23,3853.2079
2019-01-22,3853.1078
2019-01-21,3852.0237
2019-01-18,3849.614
2019-01-17,3848.8256
2019-01-16,3847.9891
2019-01-15,3847.0881
2019-01-14,3846.1704
2019-01-11,3843.8171
2019-01-10,3843.0364
2019-01-09,3842.2348
2019-01-08,3841.3584
2019-01-07,3840.3604
2019-01-04,3838.1051
2019-01-03,3837.309
2019-01-02,3836.7889
2019-01-01,3835.6478
2018-12-31,3834.7032
2018-12-28,3831.9643
2018-12-27,3830.6661
2018-12-26,3829.7516
2018-12-24,3828.269
2018-12-21,3825.9596
2018-12-20,3825.3474
2018-12-19,3824.8182
2018-12-18,3823.5918
2018-12-17,3822.6796
2018-12-14,3820.3688
2018-12-13,3819.3159
2018-12-12,3818.0154
2018-12-11,3816.9776
2018-12-10,3816.3984
2018-12-07,3814.3908
2018-12-06,3813.4412
2018-12-05,3812.0229
2018-12-04,3810.26
2018-12-03,3809.1775
2018-11-30,3806.5323
2018-11-29,3805.8394
2018-11-28,3804.9872
2018-11-27,3804.1093
2018-11-26,3803.0898
2018-11-22,3799.8589
2018-11-20,3798.2437
2018-11-19,3797.4247
2018-11-16,3795.0452
2018-11-15,3794.0432
2018-11-14,3792.7523
2018-11-13,3791.6315
2018-11-12,3790.7416
2018-11-09,3788.195
2018-11-06,3785.8486
2018-11-05,3784.9644
2018-11-02,3782.6099
2018-11-01,3781.7547
2018-10-31,3780.8573
2018-10-30,3780.0643
2018-10-29,3779.3355
2018-10-26,3777.1107
2018-10-25,3776.3141
2018-10-24,3775.5104
2018-10-23,3774.7256
2018-10-22,3774.0249
2018-10-19,3771.7561
2018-10-17,3770.336
2018-10-16,3769.507
2018-10-15,3768.6624
2018-10-12,3766.5512
2018-10-11,3765.8843
2018-10-10,3765.1782
2018-10-09,3764.4199
2018-10-08,3763.7318
2018-10-05,3761.4006
2018-10-04,3758.624
2018-10-03,3758.1588
2018-10-01,3756.8327
2018-09-28,3754.1776
2018-09-27,3752.2921
2018-09-26,3749.3624
2018-09-25,3748.5485
2018-09-24,3750.4164
2018-09-21,3749.0203
2018-09-19,3747.5204
2018-09-18,3746.8412
2018-09-17,3745.8106
2018-09-14,3743.6318
2018-09-12,3742.3052
2018-09-11,3741.621
2018-09-10,3741.6037
2018-09-07,3740.0724
2018-09-06,3739.3085
2018-09-05,3738.5233
2018-09-04,3737.9052
2018-09-03,3737.1712
2018-08-31,3734.7722
2018-08-30,3733.9957
2018-08-29,3733.2403
2018-08-28,3732.179
2018-08-27,3731.4211
2018-08-24,3729.2354
2018-08-23,3728.6055
2018-08-21,3727.2407
2018-08-20,3726.5822
2018-08-16,3723.6676
2018-08-14,3722.2147
2018-08-13,3721.5141
2018-08-10,3719.3725
2018-08-09,3718.6457
2018-08-08,3717.8237
2018-08-07,3717.0545
2018-08-06,3716.2854
2018-08-03,3714.0635
2018-08-02,3713.1986
2018-08-01,3712.2854
2018-07-31,3711.5296
2018-07-30,3710.7551
2018-07-27,3708.5793
2018-07-26,3707.6921
2018-07-25,3707.0207
2018-07-24,3706.3373
2018-07-23,3705.8583
2018-07-20,3703.8209
2018-07-19,3703.1936
2018-07-18,3702.5496
2018-07-17,3701.7623
2018-07-16,3701.0161
2018-07-13,3698.9137
2018-07-12,3698.1859
2018-07-11,3697.3895
2018-07-10,3696.726
2018-07-09,3695.9951
2018-07-06,3693.6113
2018-07-05,3692.8716
2018-07-04,3692.0381
2018-07-03,3690.9285
2018-07-02,3690.1901
2018-06-29,3687.607
2018-06-28,3686.4049
2018-06-27,3685.6369
2018-06-26,3684.9108
2018-06-25,3684.2275
2018-06-22,3681.9541
2018-06-21,3681.283
2018-06-20,3680.5289
2018-06-19,3679.6877
2018-06-18,3678.745
2018-06-15,3676.4459
2018-06-14,3675.6996
2018-06-13,3674.9731
2018-06-12,3674.2557
2018-06-11,3673.5316
2018-06-08,3671.3584
2018-06-07,3670.6413
2018-06-06,3669.9188
2018-06-05,3669.0214
2018-06-04,3668.204
2018-06-01,3666.0448
2018-05-31,3665.3407
2018-05-30,3664.6508
2018-05-29,3663.9097
2018-05-28,3663.1364
2018-05-27,3662.439
2018-05-25,3660.977
2018-05-24,3660.2814
2018-05-23,3659.6033
2018-05-22,3658.9296
2018-05-21,3658.2341
2018-05-20,3657.6351
2018-05-18,3656.2124
2018-05-17,3655.5548
2018-05-16,3654.9359
2018-05-15,3654.3493
2018-05-14,3653.8744
2018-05-13,3653.2387
2018-05-11,3651.8417
2018-05-10,3651.1807
2018-05-09,3650.6892
2018-05-08,3650.0968
2018-05-07,3649.4832
2018-05-06,3648.8176
2018-05-04,3647.4455
2018-05-03,3646.8796
2018-05-02,3646.2495
2018-05-01,3645.6219
2018-04-27,3642.8498
2018-04-26,3642.1652
2018-04-25,3641.4727
2018-04-24,3640.8015
2018-04-23,3640.1528
2018-04-22,3639.5464
2018-04-20,3638.1565
2018-04-19,3637.6273
2018-04-18,3636.9573
2018-04-17,3636.2486
2018-04-16,3635.6015
2018-04-15,3634.9082
2018-04-13,3633.52
2018-04-12,3632.833
2018-04-11,3632.1726
2018-04-10,3631.5028
2018-04-09,3630.831
2018-04-08,3630.1161
2018-04-06,3628.7427
2018-04-05,3628.0483
2018-04-04,3627.3585
2018-04-03,3626.587
2018-04-02,3625.8417
2018-03-31,3624.4209
2018-03-28,3622.3038
2018-03-27,3620.0415
2018-03-26,3619.302
2018-03-25,3618.7356
2018-03-23,3617.299
2018-03-22,3616.823
2018-03-21,3616.2006
2018-03-20,3615.6278
2018-03-19,3614.9855
2018-03-18,3614.2642
2018-03-16,3612.8496
2018-03-15,3611.6945
2018-03-14,3610.8811
2018-03-13,3610.1864
2018-03-12,3609.4878
2018-03-11,3608.7393
2018-03-09,3607.3635
2018-03-08,3606.6961
2018-03-07,3606.0523
2018-03-06,3605.2029
2018-03-05,3604.5069
2018-03-04,3603.8577
2018-03-01,3601.76
2018-02-28,3601.0493
2018-02-27,3600.3825
2018-02-26,3599.7169
2018-02-25,3599.0464
2018-02-23,3597.7262
2018-02-22,3597.0718
2018-02-21,3596.4411
2018-02-20,3595.768
2018-02-19,3595.1452
2018-02-16,3593.1606
2018-02-15,3592.5023
2018-02-14,3591.8457
2018-02-13,3591.185
2018-02-12,3590.5319
2018-02-11,3589.8896
2018-02-09,3588.5597
2018-02-08,3587.8768
2018-02-07,3587.2406
2018-02-06,3586.5624
2018-02-05,3585.91
2018-02-04,3585.2874
2018-02-02,3583.9712
2018-02-01,3583.3151
2018-01-31,3582.7053
2018-01-30,3582.0546
2018-01-29,3581.3825
2018-01-28,3580.73
2018-01-25,3578.7968
2018-01-24,3578.159
2018-01-23,3577.5242
2018-01-22,3576.887
2018-01-21,3576.2535
2018-01-19,3574.9524
2018-01-18,3574.3341
2018-01-17,3573.6985
2018-01-16,3573.0813
2018-01-15,3572.4517
2018-01-14,3571.8037
2018-01-12,3570.5428
2018-01-11,3569.9336
2018-01-10,3569.3069
2018-01-09,3568.6921
2018-01-08,3568.0726
2018-01-07,3567.4437
2018-01-05,3566.1723
2018-01-04,3565.5403
2018-01-03,3564.9531
2018-01-02,3564.3398
2018-01-01,3563.7227
2017-12-31,3563.0394
2017-12-29,3561.7674
2017-12-28,3560.9847
2017-12-27,3560.3213
2017-12-26,3559.6842
2017-12-25,3559.0987
2017-12-22,3557.2266
2017-12-21,3556.5746
2017-12-20,3556.0288
2017-12-19,3555.4996
2017-12-18,3554.8994
2017-12-17,3554.2968
2017-12-15,3553.0779
2017-12-14,3552.4995
2017-12-13,3551.9114
2017-12-12,3551.3086
2017-12-11,3550.7104
2017-12-10,3550.1024
2017-12-08,3548.8589
2017-12-07,3548.2344
2017-12-06,3547.5998
2017-12-05,3546.9882
2017-12-04,3546.3997
2017-12-03,3545.7868
2017-11-30,3543.9693
2017-11-29,3543.3719
2017-11-28,3542.7641
2017-11-27,3542.15
2017-11-26,3541.5561
2017-11-24,3540.3302
2017-11-23,3539.7227
2017-11-22,3539.1201
2017-11-21,3538.5166
2017-11-20,3537.9161
2017-11-19,3537.2944
2017-11-17,3536.0914
2017-11-16,3535.4928
2017-11-15,3534.8827
2017-11-14,3534.2681
2017-11-13,3533.6697
2017-11-12,3533.0683
2017-11-10,3531.8502
2017-11-09,3531.2451
2017-11-08,3530.6387
2017-11-07,3530.0342
2017-11-06,3529.4068
2017-11-05,3528.798
2017-11-03,3527.601
2017-11-02,3527.0105
2017-11-01,3526.408
2017-10-31,3525.8116
2017-10-30,3525.2191
2017-10-29,3524.6227
2017-10-27,3523.411
2017-10-26,3522.8018
2017-10-25,3522.221
2017-10-24,3521.5948
2017-10-23,3521.011
2017-10-22,3520.3989
2017-10-18,3518.0043
2017-10-17,3517.4036
2017-10-16,3516.8144
2017-10-15,3516.1886
2017-10-13,3514.9665
2017-10-12,3514.3437
2017-10-11,3513.7349
2017-10-10,3513.115
2017-10-09,3512.5321
2017-10-08,3511.9282
2017-10-06,3510.7308
2017-10-05,3510.1388
2017-10-04,3509.5354
2017-10-03,3508.956
2017-10-02,3508.3081
2017-09-29,3506.5189
2017-09-28,3505.8793
2017-09-27,3505.2812
2017-09-26,3504.6901
2017-09-25,3504.023
2017-09-24,3503.3869
2017-09-22,3502.1914
2017-09-21,3501.6227
2017-09-20,3501.0242
2017-09-19,3500.4063
2017-09-18,3499.8105
2017-09-17,3499.2095
2017-09-15,3497.9925
2017-09-14,3497.3672
2017-09-13,3496.7768
2017-09-12,3496.1883
2017-09-11,3495.5739
2017-09-10,3494.9759
2017-09-08,3493.8069
2017-09-07,3493.227
2017-09-06,3492.6349
2017-09-05,3492.0355
2017-09-04,3491.4433
